genomas/GCA_000316265.2.fna	klebsiella	14	gapA(1)	infB(6)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(1)
genomas/GCA_000512165.1.fna	klebsiella	442	gapA(10)	infB(20)	mdh(2)	pgi(1)	phoE(9)	rpoB(11)	tonB(14)
genomas/GCA_000807515.2.fna	klebsiella	392	gapA(3)	infB(4)	mdh(6)	pgi(1)	phoE(7)	rpoB(4)	tonB(40)
genomas/GCA_001472725.1.fna	klebsiella	-	gapA(~166)	infB(~196)	mdh(-)	pgi(~198)	phoE(~329)	rpoB(165)	tonB(-)
genomas/GCA_001472755.1.fna	klebsiella	-	gapA(~166)	infB(~196)	mdh(-)	pgi(~198)	phoE(~329)	rpoB(165)	tonB(-)
genomas/GCA_001525245.1.fna	klebsiella	-	gapA(168)	infB(~196)	mdh(-)	pgi(198)	phoE(463)	rpoB(165)	tonB(-)
genomas/GCA_001645745.1.fna	klebsiella	-	gapA(3)	infB(3,3)	mdh(1,1)	pgi(1)	phoE(1)	rpoB(1)	tonB(4)
genomas/GCA_001649605.2.fna	klebsiella	-	gapA(~166)	infB(~196)	mdh(-)	pgi(~198)	phoE(~329)	rpoB(165)	tonB(-)
genomas/GCA_001662695.1.fna	klebsiella	-	gapA(361)	infB(~196)	mdh(-)	pgi(~198)	phoE(463)	rpoB(263)	tonB(-)
genomas/GCA_001662705.1.fna	klebsiella	-	gapA(361)	infB(~196)	mdh(-)	pgi(~198)	phoE(463)	rpoB(263)	tonB(-)
genomas/GCA_001662715.1.fna	klebsiella	-	gapA(361)	infB(~196)	mdh(-)	pgi(~198)	phoE(463)	rpoB(263)	tonB(-)
genomas/GCA_001662765.1.fna	klebsiella	-	gapA(361)	infB(~196)	mdh(-)	pgi(~198)	phoE(463)	rpoB(263)	tonB(-)
genomas/GCA_001701895.1.fna	klebsiella	11	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(4)
genomas/GCA_001701915.1.fna	klebsiella	437	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(31)
genomas/GCA_001715215.1.fna	klebsiella	437	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(31)
genomas/GCA_001715345.1.fna	klebsiella	138	gapA(18)	infB(22)	mdh(26)	pgi(23)	phoE(31)	rpoB(13)	tonB(49)
genomas/GCA_001718115.2.fna	klebsiella	340	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(18)
genomas/GCA_001720345.1.fna	klebsiella	855	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(26)
genomas/GCA_001756835.2.fna	klebsiella	-	gapA(~196)	infB(20)	mdh(~2)	pgi(~487)	phoE(~222)	rpoB(~11)	tonB(~14)
genomas/GCA_001968745.2.fna	klebsiella	437	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(31)
genomas/GCA_001968755.2.fna	klebsiella	437	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(31)
genomas/GCA_002099165.1.fna	klebsiella	392	gapA(3)	infB(4)	mdh(6)	pgi(1)	phoE(7)	rpoB(4)	tonB(40)
genomas/GCA_002104175.1.fna	klebsiella	340	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(18)
genomas/GCA_002104185.1.fna	klebsiella	258	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(79)
genomas/GCA_002104215.1.fna	klebsiella	11	gapA(3)	infB(3)	mdh(1)	pgi(1)	phoE(1)	rpoB(1)	tonB(4)
