ERR17057669	blaNDM-1	contig00033	-	4164	2212	ausente
ERR17057705	blaNDM-1	contig00051	-	9697	203	no_determinable
ERR17057737	blaNDM-1	contig00050	-	13763	203	no_determinable
ERR17057738	blaNDM-1	contig00050	+	13763	203	no_determinable
GCA_024505645.2	blaNDM-1	JBCGDB010000134.1	+	340608	26657	ausente
GCA_024649355.1	blaNDM-1	JANKKA010000055.1	-	4411	2351	ausente
GCA_025950435.1	blaNDM-1	JAPDGQ010000086.1	-	7922	91	no_determinable
GCA_025950485.1	blaNDM-1	JAPDGP010000060.1	+	340610	26657	ausente
GCA_025971805.1	blaNDM-1	JAPDKH010000125.1	-	2174	93	no_determinable
GCA_026239565.1	blaNDM-1	JAPIWM010000100.1	+	3524	2101	ausente
GCA_026358415.1	blaNDM-1	DAKCOD010000113.1	+	7920	91	no_determinable
GCA_026358415.1	blaNDM-1	DAKCOD010000234.1	+	7627	132	no_determinable
GCA_026358855.1	blaNDM-1	DAKCPB010000108.1	+	7919	91	no_determinable
GCA_026358855.1	blaNDM-1	DAKCPB010000202.1	+	3548	132	no_determinable
GCA_026358895.1	blaNDM-1	DAKCPD010000120.1	+	7920	91	no_determinable
GCA_026358895.1	blaNDM-1	DAKCPD010000231.1	+	6663	132	no_determinable
GCA_030755855.1	blaNDM-1	JAUENR010000148.1	+	7961	112	no_determinable
GCA_030756425.1	blaNDM-1	JAUEOV010000030.1	-	8168	112	no_determinable
GCA_039677705.1	blaNDM-1	JBDJPI010000041.1	+	340612	26657	ausente
GCA_039677725.1	blaNDM-1	JBDJPJ010000056.1	+	340390	26657	ausente
GCA_039677765.1	blaNDM-1	JBDJPK010000039.1	+	340610	26657	ausente
GCA_041501475.1	blaNDM-1	CP167772.1	+	41087	93	no_determinable
GCA_041927285.1	blaNDM-1	CP169298.1	-	4139231	1826633	ausente
GCA_050897235.1	blaNDM-1	JBPBDE010000032.1	-	46442	11856	ausente
GCA_051842265.1	blaNDM-1	JBNFQA010000052.1	+	4943	2155	ausente
GCA_051842285.1	blaNDM-1	JBNFPY010000053.1	-	4942	2154	ausente
GCA_051842305.1	blaNDM-1	JBNFPZ010000050.1	-	6476	3688	ausente
GCA_052492475.1	blaNDM-1	JBQVWU010000048.1	-	6406	3653	ausente
GCA_052492535.1	blaNDM-1	JBQVWH010000049.1	-	9602	6850	ausente
GCA_052492555.1	blaNDM-1	JBQVWR010000052.1	-	6406	3653	ausente
GCA_052492595.1	blaNDM-1	JBQVWP010000017.1	-	6406	3653	ausente
GCA_052492615.1	blaNDM-1	JBQVWQ010000031.1	-	6406	3653	ausente
GCA_052492635.1	blaNDM-1	JBQVWL010000018.1	+	9604	6850	ausente
GCA_052492675.1	blaNDM-1	JBQVWS010000058.1	-	6408	3654	ausente
GCA_052492715.1	blaNDM-1	JBQVWV010000057.1	+	6408	3654	ausente
GCA_052492735.1	blaNDM-1	JBQVWW010000061.1	+	6408	3654	ausente
GCA_052492755.1	blaNDM-1	JBQVWO010000024.1	-	6406	3653	ausente
GCA_052492775.1	blaNDM-1	JBQVWX010000050.1	-	6408	3654	ausente
GCA_052492795.1	blaNDM-1	JBQVWZ010000020.1	+	6408	3654	ausente
GCA_052492815.1	blaNDM-1	JBQVWM010000024.1	-	6406	3653	ausente
GCA_052492835.1	blaNDM-1	JBQVWT010000025.1	+	6406	3653	ausente
GCA_052492855.1	blaNDM-1	JBQVWN010000052.1	+	6408	3654	ausente
GCA_052545275.1	blaNDM-1	JBQWLJ010000043.1	+	6408	3654	ausente
GCA_900519195.1	blaNDM-1	ULHD01000063.1	-	49891	9654	ausente
